taxon_id,lookup_name,scientific_name,authorship,taxon_rank,family,genus,chinese_name
wcvp:3326110,Gastrodia dayaoshanensis,Gastrodia dayaoshanensis,"Xiong Li, Ying Qin & A.Liu",species,Orchidaceae,Gastrodia,大瑶山天麻
wcvp:3326122,Gastrodia exianlingensis,Gastrodia exianlingensis,"M.Z.Huang, S.R.Lan & Z.J.Liu",species,Orchidaceae,Gastrodia,俄贤岭天麻
wcvp:3326135,Gastrochilus wenchuanensis,Gastrochilus wenchuanensis,P.Y.Wu & C.Y.Zhou,species,Orchidaceae,Gastrochilus,汶川盆距兰
wcvp:2717991,Chesneya mongolica,Chesneya mongolica,Maxim.,species,Fabaceae,Chesneya,蒙古旱雀豆
wcvp:2717999,Chesneya polystichoides,Chesneya polystichoides,(Hand.-Mazz.) Ali,species,Fabaceae,Chesneya,川滇雀儿豆
wcvp:2687854,Buxus bodinieri,Buxus bodinieri,H.Lév.,species,Buxaceae,Buxus,雀舌黄杨
wcvp:2687862,Buxus cephalantha,Buxus cephalantha,H.Lév. & Vaniot,species,Buxaceae,Buxus,头花黄杨
wcvp:2687773,Butea monosperma,Butea monosperma,(Lam.) Kuntze,species,Fabaceae,Butea,紫矿
wcvp:3326283,Hesperochloa altaica,Hesperochloa altaica,"(Trin.) P.M.Peterson, Romasch. & Soreng",species,Poaceae,Hesperochloa,阿尔泰羊茅
wcvp:2705754,Cathcartia smithiana,Cathcartia smithiana,Hand.-Mazz.,species,Papaveraceae,Cathcartia,贡山蒿枝七
wcvp:3326263,Hymenophyllum bifurcatum,Hymenophyllum bifurcatum,Y.Nan Zhao & Z.Y.Zuo,species,Hymenophyllaceae,Hymenophyllum,叉叶蕗蕨
wcvp:3326275,Homostylium fulgidulum,Homostylium fulgidulum,(Grierson) Z.X.Fu,species,Asteraceae,Homostylium,辉叶紫菀
wcvp:3326277,Homostylium hypoleucum,Homostylium hypoleucum,(Hand.-Mazz.) Z.X.Fu,species,Asteraceae,Homostylium,白背紫菀
wcvp:3326296,Homostylium lavandulifolium,Homostylium lavandulifolium,(Hand.-Mazz.) Z.X.Fu,species,Asteraceae,Homostylium,线叶紫菀
wcvp:2718275,Chimaphila monticola,Chimaphila monticola,Andres,species,Ericaceae,Chimaphila,川西喜冬草
wcvp:3326309,Hesperochloa modesta,Hesperochloa modesta,"(Steud.) P.M.Peterson, Romasch. & Soreng",species,Poaceae,Hesperochloa,哈达羊茅
wcvp:2687889,Buxus hainanensis,Buxus hainanensis,Merr.,species,Buxaceae,Buxus,海南黄杨
wcvp:2687363,Burretiodendron tonkinense,Burretiodendron tonkinense,(A.Chev.) Kosterm.,species,Malvaceae,Burretiodendron,蚬木
wcvp:2687895,Buxus hebecarpa,Buxus hebecarpa,Hatus.,species,Buxaceae,Buxus,毛果黄杨
wcvp:3326329,Homostylium motuoense,Homostylium motuoense,(Y.L.Chen) Z.X.Fu,species,Asteraceae,Homostylium,墨脱紫菀
wcvp:3326332,Homostylium polium,Homostylium polium,(C.K.Schneid.) Z.X.Fu,species,Asteraceae,Homostylium,灰毛紫菀
wcvp:3326340,Hesperochloa sinensis,Hesperochloa sinensis,"(Keng ex E.B.Alexeev) P.M.Peterson, Romasch. & Soreng",species,Poaceae,Hesperochloa,中华羊茅
wcvp:3326345,Hesperochloa parvigluma,Hesperochloa parvigluma,"(Steud.) P.M.Peterson, Romasch. & Soreng",species,Poaceae,Hesperochloa,崂山小颖羊茅
wcvp:3326368,Hemipilia himalayensis,Hemipilia himalayensis,Vik.Kumar & Agrawala,species,Orchidaceae,Hemipilia,喜马拉雅半蒴苣苔
wcvp:2687904,Buxus ichangensis,Buxus ichangensis,Hatus.,species,Buxaceae,Buxus,宜昌黄杨
wcvp:3326313,Hesperochloa extremiorientalis,Hesperochloa extremiorientalis,"(Ohwi) P.M.Peterson, Romasch. & Soreng",species,Poaceae,Hesperochloa,远东羊茅
wcvp:2687920,Buxus linearifolia,Buxus linearifolia,M.Cheng,species,Buxaceae,Buxus,线叶黄杨
wcvp:3326317,Hesperochloa nitidula,Hesperochloa nitidula,"(Stapf) P.M.Peterson, Romasch. & Soreng",species,Poaceae,Hesperochloa,微药羊茅
wcvp:3326448,Henckelia davidwoodii,Henckelia davidwoodii,"D.Borah, Taram & R.Maity",species,Gesneriaceae,Henckelia,双花汉克苣苔
wcvp:3326692,Hedyotis jinghongensis,Hedyotis jinghongensis,M.D.Yuan & R.J.Wang,species,Rubiaceae,Hedyotis,景洪耳草
wcvp:3326729,Heterosamara arcuata,Heterosamara arcuata,(Hayata) J.Yu Wu & T.Y.A.Yang,species,Polygalaceae,Heterosamara,台湾远志
wcvp:3326753,Homostylium albescens,Homostylium albescens,(DC.) Z.X.Fu,species,Asteraceae,Homostylium,小舌紫菀
wcvp:2718906,Chisocheton cumingianus,Chisocheton cumingianus,(C.DC.) Harms,species,Meliaceae,Chisocheton,马来溪桫
wcvp:2720775,Cicuta virosa,Cicuta virosa,L.,species,Apiaceae,Cicuta,毒芹
wcvp:2720591,Cicer microphyllum,Cicer microphyllum,Royle ex Benth.,species,Fabaceae,Cicer,小叶鹰嘴豆
wcvp:3326450,Heteropolygonatum binatifolium,Heteropolygonatum binatifolium,"(S.R.Yi & H.X.Zhu) G.W.Hu, Yu L.Zhou & Q.F.Wang",species,Asparagaceae,Heteropolygonatum,基对叶异黄精
wcvp:3326780,Hyoscyamus labiatus,Hyoscyamus labiatus,"Yan Y.Liu, Q.R.Wang & J.M.Li",species,Solanaceae,Hyoscyamus,唇花天仙子
wcvp:3326782,Impatiens maolanensis,Impatiens maolanensis,Z.B.Xiong & Q.Y.Wen,species,Balsaminaceae,Impatiens,茂兰凤仙花
wcvp:3326783,Impatiens amphitricha,Impatiens amphitricha,Han W.Huang & R.Li,species,Balsaminaceae,Impatiens,毛叶凤仙花
wcvp:3326785,Impatiens cordibracteata,Impatiens cordibracteata,Z.J.Huang & P.L.Liu,species,Balsaminaceae,Impatiens,心苞凤仙花
wcvp:3326791,Impatiens rajibiana,Impatiens rajibiana,"Chowlu, Borah & A.Shenoy",species,Balsaminaceae,Impatiens,垂梗凤仙花
wcvp:2675613,Beta vulgaris,Beta vulgaris,L.,species,Amaranthaceae,Beta,甜菜
wcvp:3326797,Isodon elegans,Isodon elegans,Y.P.Chen & C.L.Xiang,species,Lamiaceae,Isodon,秀丽香茶菜
wcvp:3326798,Impatiens baishaensis,Impatiens baishaensis,Bo Ding & H.P.Deng,species,Balsaminaceae,Impatiens,白沙凤仙花
wcvp:3326810,Isodon rungshiaensis,Isodon rungshiaensis,(C.Y.Wu & H.W.Li) Y.P.Chen & C.L.Xiang,species,Lamiaceae,Isodon,绒辖香茶菜
wcvp:3326814,Iris fortis,Iris fortis,(Y.T.Zhao) Alexeeva,species,Iridaceae,Iris,大粗根鸢尾
wcvp:3326825,Iris longnanensis,Iris longnanensis,"Z.F.Bai, Y.E.Xiao & F.Y.Yu",species,Iridaceae,Iris,陇南鸢尾
wcvp:3326826,Impatiens glandulosocalycina,Impatiens glandulosocalycina,"Y.Y.Cong, G.W.Hu & T.Hu",species,Balsaminaceae,Impatiens,腺萼凤仙花
wcvp:3326471,Hansenia litangense,Hansenia litangense,(F.T.Pu) T.Ren & X.J.He,species,Apiaceae,Hansenia,理塘羌活
wcvp:3326477,Hypericum shunhuangshanense,Hypericum shunhuangshanense,"J.W.Xiao, W.Q.Qin & W.X.Ouyang",species,Hypericaceae,Hypericum,舜皇山金丝桃
wcvp:3326838,Impatiens shamaii,Impatiens shamaii,S.Singh,species,Balsaminaceae,Impatiens,达旺凤仙花
wcvp:3326840,Impatiens perforata,Impatiens perforata,Z.J.Huang & P.L.Liu,species,Balsaminaceae,Impatiens,穿苞凤仙花
wcvp:3326841,Impatiens zhui,Impatiens zhui,Z.J.Huang & P.L.Liu,species,Balsaminaceae,Impatiens,仁斌凤仙花
wcvp:3326844,Impatiens meishanensis,Impatiens meishanensis,K.Huang & Z.X.Fu,species,Balsaminaceae,Impatiens,眉山凤仙花
wcvp:3326852,Indosasa fimbriligulata,Indosasa fimbriligulata,"N.H.Xia, Z.Y.Niu & Y.H.Tong",species,Poaceae,Indosasa,流苏大节竹
wcvp:3326855,Impatiens aciformis,Impatiens aciformis,Z.J.Huang & P.L.Liu,species,Balsaminaceae,Impatiens,针距凤仙花
wcvp:2719489,Chorispora bungeana,Chorispora bungeana,Fisch. & C.A.Mey.,species,Brassicaceae,Chorispora,高山离子芥
wcvp:2719494,Chorispora greigii,Chorispora greigii,Regel,species,Brassicaceae,Chorispora,具莛离子芥
wcvp:3326858,Isoetes fokiensis,Isoetes fokiensis,"Y.F.Gu, M.R.Wang & Y.H.Yan",species,Isoetaceae,Isoetes,福建水韭
wcvp:2719498,Chorispora macropoda,Chorispora macropoda,Trautv.,species,Brassicaceae,Chorispora,小花离子芥
wcvp:2719503,Chorispora sabulosa,Chorispora sabulosa,Cambess.,species,Brassicaceae,Chorispora,砂生离子芥
wcvp:3326864,Impatiens yixiangensis,Impatiens yixiangensis,Han W.Huang & R.Li,species,Balsaminaceae,Impatiens,彝乡凤仙花
wcvp:2719511,Chorispora tashkorganica,Chorispora tashkorganica,Al-Shehbaz & al.,species,Brassicaceae,Chorispora,新疆离子芥
wcvp:2719512,Chorispora tenella,Chorispora tenella,(Pall.) DC.,species,Brassicaceae,Chorispora,离子芥
wcvp:3326909,Justicia tiandengensis,Justicia tiandengensis,You Nong & G.Y.Wei,species,Acanthaceae,Justicia,天等爵床
wcvp:3327121,Liparis zhipingiana,Liparis zhipingiana,X.H.Jin,species,Orchidaceae,Liparis,治平羊耳蒜
wcvp:3327123,Leptopus longipedicellatus,Leptopus longipedicellatus,"Gang Yao, Wen B.Xu & Shou J.Zhang",species,Phyllanthaceae,Leptopus,长梗雀舌木
wcvp:2719140,Chloranthus henryi,Chloranthus henryi,Hemsl.,species,Chloranthaceae,Chloranthus,宽叶金粟兰
wcvp:2719162,Chloranthus multistachys,Chloranthus multistachys,C.Pei,species,Chloranthaceae,Chloranthus,多穗金粟兰
wcvp:2719175,Chloranthus spicatus,Chloranthus spicatus,(Thunb.) Makino,species,Chloranthaceae,Chloranthus,金粟兰
wcvp:3326947,Jacquemontia flexuosa,Jacquemontia flexuosa,(Spreng.) Halford,species,Convolvulaceae,Jacquemontia,心萼薯
wcvp:3326970,Kitigorchis erythrochrysea,Kitigorchis erythrochrysea,"(Hand.-Mazz.) F.Maek. ex C.F.Barrett, Freudenst. & Suetsugu",species,Orchidaceae,Kitigorchis,短梗山兰
wcvp:2719177,Chloranthus tianmushanensis,Chloranthus tianmushanensis,K.F.Wu,species,Chloranthaceae,Chloranthus,天目金粟兰
wcvp:3327064,Liparis cordicallosa,Liparis cordicallosa,B.Long & D.K.Zhao,species,Orchidaceae,Liparis,心胼羊耳蒜
wcvp:2719864,Chroesthes lanceolata,Chroesthes lanceolata,(T.Anderson) B.Hansen,species,Acanthaceae,Chroesthes,色萼花
wcvp:2675159,Berteroa incana,Berteroa incana,(L.) DC.,species,Brassicaceae,Berteroa,团扇荠
wcvp:3327155,Lycopodium lioui,Lycopodium lioui,"(Li Bing Zhang & H.He) H.F.Wang, X.Y.Dong & K.P.Ma",species,Lycopodiaceae,Lycopodium,慎谔单穗石松
wcvp:3327173,Meehania triangularis,Meehania triangularis,Z.F.Bai & Xue L.Chen,species,Lamiaceae,Meehania,三角叶龙头草
wcvp:3327198,Lilium evansii,Lilium evansii,J.Bo Wang & Y.D.Gao,species,Liliaceae,Lilium,盈江百合
wcvp:3327212,Leptochilus dolichophyllus,Leptochilus dolichophyllus,H.H.Fu & H.J.Wei,species,Polypodiaceae,Leptochilus,长叶线蕨
wcvp:3327266,Lilium brunneum,Lilium brunneum,Ting Wang quater & Y.D.Gao,species,Liliaceae,Lilium,焦瓣百合
wcvp:3327275,Ligusticopsis muliensis,Ligusticopsis muliensis,"(M.L.Sheh) Zi Xuan Li, C.K.Liu & X.J.He",species,Apiaceae,Ligusticopsis,木里拟藁本
wcvp:3327276,Liparis maguanensis,Liparis maguanensis,"B.Long, D.K.Zhao & F.Xiao",species,Orchidaceae,Liparis,马关羊耳蒜
wcvp:3327308,Lilium huanglongense,Lilium huanglongense,Ting Wang quater & Y.D.Gao,species,Liliaceae,Lilium,黄龙百合
wcvp:3327309,Lanonia yunnanensis,Lanonia yunnanensis,R.P.Kuang & J.W.Qin,species,Arecaceae,Lanonia,云南帽棕
wcvp:3327312,Lomelosia japonica,Lomelosia japonica,"(Miq.) H.F.Wang, X.Y.Dong & K.P.Ma",species,Caprifoliaceae,Lomelosia,日本蓝盆花
wcvp:3327313,Lonicera lanzhouensis,Lonicera lanzhouensis,Shun Liu bis & Yu J.Wang,species,Caprifoliaceae,Lonicera,兰州忍冬
wcvp:2721131,Cinnamomum austrosinense,Cinnamomum austrosinense,H.T.Chang,species,Lauraceae,Cinnamomum,华南桂
wcvp:2721132,Cinnamomum austroyunnanense,Cinnamomum austroyunnanense,H.W.Li,species,Lauraceae,Cinnamomum,滇南桂
wcvp:2719798,Christisonia hookeri,Christisonia hookeri,C.B.Clarke ex Hook.f.,species,Orobanchaceae,Christisonia,假野菰
wcvp:3327624,Muenchhusia moscheutos,Muenchhusia moscheutos,(L.) M.M.Hanes & R.L.Barrett,species,Malvaceae,Muenchhusia,芙蓉葵
wcvp:3327642,Muenchhusia coccinea,Muenchhusia coccinea,(Walter) M.M.Hanes & R.L.Barrett,species,Malvaceae,Muenchhusia,红秋葵
wcvp:3327651,Mycetia saxicola,Mycetia saxicola,Z.Q.Song & D.X.Xu,species,Rubiaceae,Mycetia,岩生腺萼木
wcvp:2719824,Christolea crassifolia,Christolea crassifolia,Cambess.,species,Brassicaceae,Christolea,高原芥
wcvp:3327373,Lycium ostrum,Lycium ostrum,J.Z.Dong,species,Solanaceae,Lycium,棕果枸杞
wcvp:3327381,Ligusticopsis shaniana,Ligusticopsis shaniana,(F.L.Chen & Y.F.Deng) C.K.Liu & X.J.He,species,Apiaceae,Ligusticopsis,红拟藁本
wcvp:3327388,Lysimachia speciosa,Lysimachia speciosa,"Q.L.Gan, Z.Yu Li & S.Z.Xu",species,Primulaceae,Lysimachia,美丽过路黄
wcvp:2721172,Cinnamomum burmanni,Cinnamomum burmanni,(Nees & T.Nees) Blume,species,Lauraceae,Cinnamomum,阴香
wcvp:3327789,Melanosciadium angelicifolium,Melanosciadium angelicifolium,(Franch.) Q.P.Jiang & X.J.He,species,Apiaceae,Melanosciadium,归叶拟藁本
wcvp:3327791,Melanosciadium tsinlingensis,Melanosciadium tsinlingensis,(K.T.Fu) Q.P.Jiang & X.J.He,species,Apiaceae,Melanosciadium,秦岭当归
wcvp:2720107,Chrysosplenium carnosum,Chrysosplenium carnosum,Hook.f. & Thomson,species,Saxifragaceae,Chrysosplenium,肉质金腰
wcvp:2720140,Chrysosplenium flagelliferum,Chrysosplenium flagelliferum,F.Schmidt,species,Saxifragaceae,Chrysosplenium,蔓金腰
wcvp:2690052,Caesalpinia pulcherrima,Caesalpinia pulcherrima,(L.) Sw.,species,Fabaceae,Caesalpinia,洋金凤
wcvp:3328108,Pongamia tetraptera,Pongamia tetraptera,(Kurz) Z.Q.Song,species,Fabaceae,Pongamia,四翅崖豆
wcvp:3328118,Pongamia suddeei,Pongamia suddeei,(Mattapha & Tetsana) Z.Q.Song,species,Fabaceae,Pongamia,陷脉水黄皮
wcvp:2720268,Chrysosplenium serreanum,Chrysosplenium serreanum,Hand.-Mazz.,species,Saxifragaceae,Chrysosplenium,五台金腰
wcvp:2720176,Chrysosplenium jienningense,Chrysosplenium jienningense,W.T.Wang,species,Saxifragaceae,Chrysosplenium,建宁金腰
wcvp:2720198,Chrysosplenium macrophyllum,Chrysosplenium macrophyllum,Oliv.,species,Saxifragaceae,Chrysosplenium,大叶金腰
wcvp:3327811,Meehania porphyrea,Meehania porphyrea,Z.F.Bai & Xue L.Chen,species,Lamiaceae,Meehania,紫背龙头草
wcvp:2676823,Bistorta ochotensis,Bistorta ochotensis,Kom.,species,Polygonaceae,Bistorta,倒根蓼
wcvp:2719763,Christia constricta,Christia constricta,(Schindl.) T.C.Chen,species,Fabaceae,Christia,长管蝙蝠草
wcvp:2719768,Christia obcordata,Christia obcordata,(Poir.) Bakh.f.,species,Fabaceae,Christia,铺地蝙蝠草
wcvp:3327840,Ophiorrhiza xunliniana,Ophiorrhiza xunliniana,L.Wu & Q.R.Liu,species,Rubiaceae,Ophiorrhiza,勋林蛇根草
wcvp:3327861,Petrocodon zhonglii,Petrocodon zhonglii,"X.Z.Shi, J.X.Fu & Li H.Yang",species,Gesneriaceae,Petrocodon,钟离石山苣苔
wcvp:2676862,Bistorta vacciniifolia,Bistorta vacciniifolia,(Wall. ex Meisn.) Greene,species,Polygonaceae,Bistorta,乌饭树叶蓼
wcvp:2676863,Bistorta vivipara,Bistorta vivipara,(L.) Delarbre,species,Polygonaceae,Bistorta,珠芽蓼
wcvp:3327899,Neillia daloushanensis,Neillia daloushanensis,M.T.An & Xu Wu,species,Rosaceae,Neillia,大娄山绣线梅
wcvp:3327930,Neottia ruisuiensis,Neottia ruisuiensis,T.P.Lin,species,Orchidaceae,Neottia,瑞穂对叶兰
wcvp:2690309,Cajanus goensis,Cajanus goensis,Dalzell,species,Fabaceae,Cajanus,硬毛虫豆
wcvp:3327710,Melocalamus guangxiensis,Melocalamus guangxiensis,D.Z.Li & J.X.Liu,species,Poaceae,Melocalamus,广西梨藤竹
wcvp:3327722,Micranthes benzilanensis,Micranthes benzilanensis,"(H.Chuang) H.F.Wang, X.Y.Dong & K.P.Ma",species,Saxifragaceae,Micranthes,奔子栏虎耳草
wcvp:3327723,Micranthes pseudoparvula,Micranthes pseudoparvula,"(H.Chuang) H.F.Wang, X.Y.Dong & K.P.Ma",species,Saxifragaceae,Micranthes,细虎耳草
wcvp:3327750,Middletonia changjiangensis,Middletonia changjiangensis,(F.W.Xing & Ze X.Li) X.X.Bai,species,Gesneriaceae,Middletonia,昌江粉毛苣苔
wcvp:3327753,Magnolia taishanensis,Magnolia taishanensis,"(Y.H.Tong, X.E.Ye, X.H.Ye & Yu Q.Chen) H.F.Wang, X.Y.Dong & K.P.Ma",species,Magnoliaceae,Magnolia,台山含笑
wcvp:3327781,Micrechites oliganthus,Micrechites oliganthus,"(Tsiang) Miao Liao, Cai F.Zhang & G.W.Hu",species,Apocynaceae,Micrechites,红冠小花藤
wcvp:2734382,Connarus paniculatus,Connarus paniculatus,Roxb.,species,Connaraceae,Connarus,牛栓藤
wcvp:2721812,Circaea cordata,Circaea cordata,Royle,species,Onagraceae,Circaea,露珠草
wcvp:2721820,Circaea dubia,Circaea × dubia,H.Hara,species,Onagraceae,Circaea,可疑露珠草
wcvp:3328035,Pinalia arunachalensis,Pinalia arunachalensis,(A.N.Rao) A.N.Rao ex Apang,species,Orchidaceae,Pinalia,藏南柱兰
wcvp:3328045,Peliosanthes gulinqingensis,Peliosanthes gulinqingensis,H.Z.Feng,species,Asparagaceae,Peliosanthes,古林箐球子草
wcvp:3328047,Polygala bamaensis,Polygala bamaensis,Run Hua Jiang & You Nong,species,Polygalaceae,Polygala,勺萼小扁豆
wcvp:3328052,Peliosanthes purpureiflora,Peliosanthes purpureiflora,H.Z.Feng,species,Asparagaceae,Peliosanthes,紫花球子草
wcvp:3328056,Pongamia griffithii,Pongamia griffithii,(Dunn) Z.Q.Song,species,Fabaceae,Pongamia,孟连水黄皮
wcvp:3328071,Pongamia kangensis,Pongamia kangensis,(Craib) Z.Q.Song,species,Fabaceae,Pongamia,粗枝水黄皮
wcvp:3328072,Phlogacanthus xanthophyllus,Phlogacanthus xanthophyllus,"H.C.Xi, W.G.Wang & Y.M.Shui",species,Acanthaceae,Phlogacanthus,黄叶火焰花
wcvp:3328081,Phalaenopsis quadridentata,Phalaenopsis quadridentata,M.Khanal & Kumar,species,Orchidaceae,Phalaenopsis,四齿蝴蝶兰
wcvp:3328082,Polystichum ensiforme,Polystichum ensiforme,H.Shang & R.H.Jiang,species,Polypodiaceae,Polystichum,剑叶鞭叶蕨
wcvp:3328090,Pongamia macrostachya,Pongamia macrostachya,(Collett & Hemsl.) Z.Q.Song,species,Fabaceae,Pongamia,大穗水黄皮
wcvp:3328565,Primula xinjingensis,Primula xinjingensis,Sheng H.Tang & F.W.Li,species,Primulaceae,Primula,新景报春
wcvp:3328578,Pyrus zhaoxuanii,Pyrus zhaoxuanii,"X.W.Yi, B.B.Liu & Q.Fan",species,Rosaceae,Pyrus,昭璇梨
wcvp:3328229,Ophiopogon tiandengensis,Ophiopogon tiandengensis,"H.Z.Feng, C.X.Peng & Q.W.Lin",species,Asparagaceae,Ophiopogon,天等沿阶草
wcvp:3328230,Ophiopogon ximengensis,Ophiopogon ximengensis,H.Z.Feng & Q.W.Lin,species,Asparagaceae,Ophiopogon,西盟沿阶草
wcvp:3328263,Ophiopogon malipoensis,Ophiopogon malipoensis,Q.W.Lin,species,Asparagaceae,Ophiopogon,麻栗坡沿阶草
wcvp:3328134,Pongamia pulchra,Pongamia pulchra,(Voigt) Z.Q.Song,species,Fabaceae,Pongamia,印度水黄皮
wcvp:3328136,Pongamia puerarioides,Pongamia puerarioides,(Prain) Z.Q.Song,species,Fabaceae,Pongamia,葛叶水黄皮
wcvp:2721676,Cinnamomum tsangii,Cinnamomum tsangii,Merr.,species,Lauraceae,Cinnamomum,辣汁树
wcvp:3328160,Orychophragmus yangii,Orychophragmus yangii,Xun & M.Yue,species,Brassicaceae,Orychophragmus,宏华诸葛菜
wcvp:3328166,Oxalis anhuiensis,Oxalis anhuiensis,"S.Y.Zhang, Ying F.Hu & J.W.Shao",species,Oxalidaceae,Oxalis,安徽酢浆草
wcvp:3328184,Oxyspora baviensis,Oxyspora baviensis,"(Guillaumin) H.F.Wang, X.Y.Dong & K.P.Ma",species,Melastomataceae,Oxyspora,越南异形木
wcvp:2690870,Calathodes unciformis,Calathodes unciformis,W.T.Wang,species,Ranunculaceae,Calathodes,多果鸡爪草
wcvp:3328311,Oreocharis corallodiscoides,Oreocharis corallodiscoides,Huan C.Wang & Xi Li,species,Gesneriaceae,Oreocharis,珊瑚叶佛肚苣苔
wcvp:2720378,Chunia bucklandioides,Chunia bucklandioides,H.T.Chang,species,Hamamelidaceae,Chunia,山铜材
wcvp:3328367,Paris xuefengshanensis,Paris xuefengshanensis,"Zhi Wang, H.Li & G.W.Hu",species,Melanthiaceae,Paris,雪峰山重楼
wcvp:3328369,Pteris maclurei,Pteris maclurei,Ching,species,Pteridaceae,Pteris,两广凤尾蕨
wcvp:3328720,Primulina aureipurpurea,Primulina aureipurpurea,"F.Wen, B.D.Lai & Y.Q.Huang",species,Gesneriaceae,Primulina,金玺报春苣苔
wcvp:3328384,Petrocosmea pengzhouensis,Petrocosmea pengzhouensis,K.Huang & Z.X.Fu,species,Gesneriaceae,Petrocosmea,彭州石蝴蝶
wcvp:3328388,Primulina xingyiensis,Primulina xingyiensis,X.X.Bai & F.Wen,species,Gesneriaceae,Primulina,兴义报春苣苔
wcvp:3328392,Pongamia oraria,Pongamia oraria,(Hance) Z.Q.Song,species,Fabaceae,Pongamia,香港水黄皮
wcvp:3328416,Petrocosmea miechangensis,Petrocosmea miechangensis,Sheng H.Tang & Cong R.Li,species,Gesneriaceae,Petrocosmea,篾厂石蝴蝶
wcvp:2748106,Cuphea hookeriana,Cuphea hookeriana,Walp.,species,Lythraceae,Cuphea,萼距花
wcvp:3328990,Platanthera xizangensis,Platanthera xizangensis,"X.H.Jin, S.Yan & T.R.Pandey",species,Orchidaceae,Platanthera,西藏舌唇兰
wcvp:2748114,Cuphea hyssopifolia,Cuphea hyssopifolia,Kunth,species,Lythraceae,Cuphea,细叶萼距花
wcvp:3328744,Paraleonurus pseudomacranthus,Paraleonurus pseudomacranthus,"(Kitag.) M.L.Qian, Dirmenci & C.L.Xiang",species,Lamiaceae,Paraleonurus,錾菜
wcvp:3328772,Primulina quanzhouensis,Primulina quanzhouensis,"F.Wen, J.X.Fu & B.Pan",species,Gesneriaceae,Primulina,全州报春苣苔
wcvp:3328775,Primulina huahaii,Primulina huahaii,Sheng H.Tang & X.Z.He,species,Gesneriaceae,Primulina,华海报春苣苔
wcvp:3328791,Primulina longanica,Primulina longanica,F.Wen & W.C.Chou,species,Gesneriaceae,Primulina,隆安報春苣苔
wcvp:3328793,Paraleonurus japonicus,Paraleonurus japonicus,"(Houtt.) M.L.Qian, Y.P.Chen & C.L.Xiang",species,Lamiaceae,Paraleonurus,细叶益母草
wcvp:3328796,Paraleonurus supinus,Paraleonurus supinus,"(Stephan ex Willd.) M.L.Qian, Y.Zhao & C.L.Xiang",species,Lamiaceae,Paraleonurus,夏至草
wcvp:3328800,Paraleonurus chaituroides,Paraleonurus chaituroides,"(C.Y.Wu & H.W.Li) M.L.Qian, Celep & C.L.Xiang",species,Lamiaceae,Paraleonurus,假鬃尾草
wcvp:3328812,Paraleonurus macranthus,Paraleonurus macranthus,"(Maxim.) M.L.Qian, Y.P.Chen & C.L.Xiang",species,Lamiaceae,Paraleonurus,大花益母草
wcvp:2748971,Cyamopsis tetragonoloba,Cyamopsis tetragonoloba,(L.) Taub.,species,Fabaceae,Cyamopsis,瓜尔豆
wcvp:3328937,Primulina cardaminifolia,Primulina cardaminifolia,Yan Liu & W.B.Xu,species,Gesneriaceae,Primulina,碎米荠叶报春苣苔
wcvp:3328946,Paphiopedilum motuoense,Paphiopedilum motuoense,"M.N.Wang, F.X.Tang & W.H.Rao",species,Orchidaceae,Paphiopedilum,墨脱兜兰
wcvp:2763012,Desmos chinensis,Desmos chinensis,Lour.,species,Annonaceae,Desmos,假鹰爪
wcvp:2763030,Desmos dumosus,Desmos dumosus,(Roxb.) Saff.,species,Annonaceae,Desmos,毛叶假鹰爪
wcvp:3328982,Petrocodon mirus,Petrocodon mirus,"X.Z.Shi, J.X.Fu & Li H.Yang",species,Gesneriaceae,Petrocodon,猫儿石山苣苔
wcvp:3329250,Pongamia cauliflora,Pongamia cauliflora,(Hemsl.) Z.Q.Song,species,Fabaceae,Pongamia,干花豆
wcvp:2763228,Deutzia esquirolii,Deutzia esquirolii,(H.Lév.) Rehder,species,Hydrangeaceae,Deutzia,狭叶溲疏
wcvp:2724045,Citrus cavaleriei,Citrus cavaleriei,H.Lév. ex Cavalerie,species,Rutaceae,Citrus,宜昌橙
wcvp:3329206,Paramicrotoena motuoensis,Paramicrotoena motuoensis,X.X.Wu & Qiang Wang,species,Lamiaceae,Paramicrotoena,藏唇花
wcvp:3329208,Paramicrotoena griffithii,Paramicrotoena griffithii,(Prain) X.X.Wu & Qiang Wang,species,Lamiaceae,Paramicrotoena,长冠藏唇花
wcvp:2763161,Deutzia albida,Deutzia albida,Batalin,species,Hydrangeaceae,Deutzia,白溲疏
wcvp:2763164,Deutzia aspera,Deutzia aspera,Rehder,species,Hydrangeaceae,Deutzia,马桑溲疏
wcvp:2763166,Deutzia baroniana,Deutzia baroniana,Diels,species,Hydrangeaceae,Deutzia,钩齿溲疏
wcvp:2763230,Deutzia faberi,Deutzia faberi,Rehder,species,Hydrangeaceae,Deutzia,浙江溲疏
wcvp:2763170,Deutzia bomiensis,Deutzia bomiensis,S.M.Hwang,species,Hydrangeaceae,Deutzia,波密溲疏
wcvp:2763172,Deutzia breviloba,Deutzia breviloba,S.M.Hwang,species,Hydrangeaceae,Deutzia,短裂溲疏
wcvp:2763176,Deutzia calycosa,Deutzia calycosa,Rehder,species,Hydrangeaceae,Deutzia,大萼溲疏
wcvp:2763187,Deutzia cinerascens,Deutzia cinerascens,Rehder,species,Hydrangeaceae,Deutzia,灰叶溲疏
wcvp:2763188,Deutzia compacta,Deutzia compacta,Craib,species,Hydrangeaceae,Deutzia,密序溲疏
